GHG source,Federal organization,Fiscal year,Fleet type,GHG scope,Energy category,Fuel type,Fuel consumption (L),Energy use (GJ),Emissions (t)
fleets,National Defence,FY 2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),7631.99753,193.1658575,2.715466156
fleets,National Defence,FY 2020-21,on-road vehicles,1,liquified petroleum gas,propane,25703.99275,650.5680566,39.59288344
fleets,National Defence,FY 2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (5%),177112.0147,6736.189811,461.2888705
fleets,National Defence,FY 2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),440644.144,14920.21072,919.2054378
fleets,National Defence,FY 2020-21,on-road vehicles,1,gasoline,gasoline,2561935.482,89667.74186,5935.363952
fleets,National Defence,FY 2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,3680592.109,140966.6778,10079.50298
fleets,National Research Council Canada,FY 2005-06,on-road vehicles,1,liquified petroleum gas,propane,416.7001575,10.54668099,0.641859639
fleets,National Research Council Canada,FY 2005-06,aircraft,1,aviation fuel,aviation gasoline,8380.997949,280.9310513,20.84814906
fleets,National Research Council Canada,FY 2005-06,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,10059.69673,385.2863846,27.5490315
fleets,National Research Council Canada,FY 2005-06,on-road vehicles,1,gasoline,gasoline,51703.99475,1809.639816,119.7852325
fleets,National Research Council Canada,FY 2005-06,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),100408.7868,3399.841522,209.4578209
fleets,National Research Council Canada,FY 2005-06,aircraft,1,aviation fuel,aviation turbo fuel,352893.8465,13198.22986,910.3347626
fleets,National Research Council Canada,FY 2017-18,on-road vehicles,1,liquified petroleum gas,propane,43.50000139,1.100985035,0.067004805
fleets,National Research Council Canada,FY 2017-18,aircraft,1,aviation fuel,aviation gasoline,3430.998894,115.0070829,8.534782469
fleets,National Research Council Canada,FY 2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,8888.873954,340.4438725,24.34265566
fleets,National Research Council Canada,FY 2017-18,on-road vehicles,1,gasoline,gasoline,44645.48972,1562.59214,103.4324589
fleets,National Research Council Canada,FY 2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),58066.57912,1966.134369,121.1298056
fleets,National Research Council Canada,FY 2017-18,aircraft,1,aviation fuel,aviation turbo fuel,448260.8538,16764.95593,1156.346664
fleets,National Research Council Canada,FY 2018-19,on-road vehicles,1,liquified petroleum gas,propane,61.3999942,1.554033853,0.094576898
fleets,National Research Council Canada,FY 2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,7598.400863,291.0187531,20.80862784
fleets,National Research Council Canada,FY 2018-19,aircraft,1,aviation fuel,aviation gasoline,13402.00281,449.2351341,33.33815789
fleets,National Research Council Canada,FY 2018-19,on-road vehicles,1,gasoline,gasoline,43691.1462,1529.190117,101.2214298
fleets,National Research Council Canada,FY 2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),58760.59445,1989.633728,122.5775394
fleets,National Research Council Canada,FY 2018-19,aircraft,1,aviation fuel,aviation turbo fuel,439913.007,16452.74646,1134.811218
fleets,National Research Council Canada,FY 2019-20,aircraft,1,aviation fuel,aviation gasoline,1355.999495,45.45310307,3.373118341
fleets,National Research Council Canada,FY 2019-20,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,3864.000808,147.991231,10.58177304
fleets,National Research Council Canada,FY 2019-20,on-road vehicles,1,gasoline,gasoline,32661.30829,1143.14579,75.66803741
fleets,National Research Council Canada,FY 2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),53253.29505,1803.15657,111.0890808
fleets,National Research Council Canada,FY 2019-20,aircraft,1,aviation fuel,aviation turbo fuel,363323.0803,13588.2832,937.2380676
fleets,National Research Council Canada,FY 2020-21,aircraft,1,aviation fuel,aviation gasoline,701.0000773,23.49752259,1.743772835
fleets,National Research Council Canada,FY 2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,3160.69964,121.0547962,8.655744851
fleets,National Research Council Canada,FY 2020-21,on-road vehicles,1,gasoline,gasoline,51405.50014,1799.192505,119.0936947
fleets,National Research Council Canada,FY 2020-21,aircraft,1,aviation fuel,aviation turbo fuel,234794.0276,8781.296631,605.6809769
fleets,Natural Resources Canada,FY 2005-06,on-road vehicles,1,natural gas,compressed natural gas,2469.106259,0.093826038,0.005316399
fleets,Natural Resources Canada,FY 2005-06,on-road vehicles,1,liquified petroleum gas,propane,5796.999575,146.7220592,8.929348767
fleets,Natural Resources Canada,FY 2005-06,on-road vehicles,1,fuels with renewable content,biodiesel (20%),9914.497572,369.1564026,21.8352356
fleets,Natural Resources Canada,FY 2005-06,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),22689.49803,768.2664032,47.33143139
fleets,Natural Resources Canada,FY 2005-06,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),55480.20042,1404.203873,19.73985469
fleets,Natural Resources Canada,FY 2005-06,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,43501.5911,1666.110939,119.1314373
fleets,Natural Resources Canada,FY 2005-06,on-road vehicles,1,gasoline,gasoline,660135.0063,23104.72522,1529.367783
fleets,Natural Resources Canada,FY 2010-11,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),2980.4453,104.274457,6.983482205
fleets,Natural Resources Canada,FY 2010-11,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,73721.378,2580.9221,184.5429384
fleets,Natural Resources Canada,FY 2010-11,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),70855.8075,2480.443275,33.91376513
fleets,Natural Resources Canada,FY 2010-11,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),3196.6119,111.931002,6.86362491
fleets,Natural Resources Canada,FY 2010-11,On-road vehicles,1,Gasoline,gasoline,430322.6,15061.291,965.2135918
fleets,Natural Resources Canada,FY 2010-11,On-road vehicles,1,Natural gas,compressed natural gas,19.6605,0.002907,0.000165844
fleets,Natural Resources Canada,FY 2011-12,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),9251.1309,323.661921,21.67632737
fleets,Natural Resources Canada,FY 2011-12,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,91242.5538,3194.32341,228.4027977
fleets,Natural Resources Canada,FY 2011-12,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),30311.29782,1061.105045,14.50791786
fleets,Natural Resources Canada,FY 2011-12,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),51294.37962,1796.09896,110.1370428
fleets,Natural Resources Canada,FY 2011-12,On-road vehicles,1,Gasoline,gasoline,364028.64,12741.0024,816.5162395
fleets,Natural Resources Canada,FY 2011-12,On-road vehicles,1,Liquified petroleum gas,propane,28.92,1.0124,0.0616136
fleets,Natural Resources Canada,FY 2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),3981.681,139.30389,9.32947785
fleets,Natural Resources Canada,FY 2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,85031.15,2976.8675,212.8541097
fleets,Natural Resources Canada,FY 2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),10017.888,350.69536,4.7948688
fleets,Natural Resources Canada,FY 2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),39787.215,1393.1697,85.4293635
fleets,Natural Resources Canada,FY 2012-13,On-road vehicles,1,Gasoline,gasoline,282284,9879.94,633.163012
fleets,Natural Resources Canada,FY 2012-13,On-road vehicles,1,Liquified petroleum gas,propane,176.412,6.17564,0.37584296
fleets,Natural Resources Canada,FY 2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),4620.837,161.66553,10.82708445
fleets,Natural Resources Canada,FY 2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,152614.094,5342.8883,382.0310216
fleets,Natural Resources Canada,FY 2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),31890.084,1116.37348,15.2635734
fleets,Natural Resources Canada,FY 2013-14,On-road vehicles,1,Gasoline,gasoline,295105,10328.675,661.920515
fleets,Natural Resources Canada,FY 2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),4163.21,145.6549,9.7548185
fleets,Natural Resources Canada,FY 2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,179348.172,6278.8254,448.9530657
fleets,Natural Resources Canada,FY 2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),32587.056,1140.77232,15.5971656
fleets,Natural Resources Canada,FY 2014-15,On-road vehicles,1,Gasoline,gasoline,305856,10704.96,686.035008
fleets,Natural Resources Canada,FY 2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),5531.6343,193.530867,12.96117386
fleets,Natural Resources Canada,FY 2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,71489.2898,2502.77861,178.9554667
fleets,Natural Resources Canada,FY 2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),27334.1718,956.885046,13.08297393
fleets,Natural Resources Canada,FY 2015-16,On-road vehicles,1,Gasoline,gasoline,236104.8,8263.668,529.5830664
fleets,Natural Resources Canada,FY 2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),3743.4106,130.967714,8.77118641
fleets,Natural Resources Canada,FY 2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,66581.934,2330.9763,166.671135
fleets,Natural Resources Canada,FY 2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),1071.9198,37.524606,0.51305373
fleets,Natural Resources Canada,FY 2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),4157.4231,145.574298,8.92663659
fleets,Natural Resources Canada,FY 2016-17,On-road vehicles,1,Gasoline,gasoline,254405.1,8904.1785,570.6306393
fleets,Natural Resources Canada,FY 2017-18,on-road vehicles,1,liquified petroleum gas,propane,32.99999766,0.835229941,0.050831224
fleets,Natural Resources Canada,FY 2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),1668.899579,56.50893974,3.481410205
fleets,Natural Resources Canada,FY 2017-18,on-road vehicles,1,fuels with renewable content,biodiesel (5%),3704.99893,140.9140768,9.649690151
fleets,Natural Resources Canada,FY 2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,50668.00069,1940.584427,138.7570428
fleets,Natural Resources Canada,FY 2017-18,on-road vehicles,1,gasoline,gasoline,256198.981,8966.964334,593.5489199
fleets,Natural Resources Canada,FY 2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),172.8899644,4.375845,0.061514254
fleets,Natural Resources Canada,FY 2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),504.7999943,17.09252781,1.053038075
fleets,Natural Resources Canada,FY 2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (5%),4337.700417,164.9779288,11.29755697
fleets,Natural Resources Canada,FY 2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,43809.29812,1677.896118,119.9740991
fleets,Natural Resources Canada,FY 2018-19,on-road vehicles,1,gasoline,gasoline,294839.5306,10319.38357,683.0694408
fleets,Natural Resources Canada,FY 2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),454.5999226,15.39275338,0.948318126
fleets,Natural Resources Canada,FY 2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),627.2100969,15.87468755,0.223161288
fleets,Natural Resources Canada,FY 2019-20,on-road vehicles,1,fuels with renewable content,biodiesel (5%),2564.490231,97.53653921,6.679224746
fleets,Natural Resources Canada,FY 2019-20,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,53552.00225,2051.041686,146.6550953
fleets,Natural Resources Canada,FY 2019-20,on-road vehicles,1,gasoline,gasoline,283879.0543,9935.766899,657.6768319
fleets,Natural Resources Canada,FY 2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),64.99997413,2.200899124,0.135593279
fleets,Natural Resources Canada,FY 2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (85%),292.5199795,7.403680682,0.104078578
fleets,Natural Resources Canada,FY 2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (5%),667.6997648,25.394959,1.739027099
fleets,Natural Resources Canada,FY 2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,27716.24661,1061.532245,75.90243635
fleets,Natural Resources Canada,FY 2020-21,on-road vehicles,1,gasoline,gasoline,133790.2532,4682.658861,309.95858
fleets,Parks Canada,FY 2005-06,on-road vehicles,1,natural gas,compressed natural gas,10122.73407,0.384663895,0.021795943
fleets,Parks Canada,FY 2005-06,Marine Vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,50000.00837,1915.00032,135.3539562
fleets,Parks Canada,FY 2005-06,on-road vehicles,1,liquified petroleum gas,propane,80147.98204,2028.545425,123.4551458
fleets,Parks Canada,FY 2005-06,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,60000.01474,2298.000565,161.3324757
fleets,Parks Canada,FY 2005-06,Other mobile equipment,1,gasoline,gasoline,150000.0558,5250.001953,369.9301796
fleets,Parks Canada,FY 2005-06,Marine Vessels,1,gasoline,gasoline,249999.9616,8749.998657,582.46387
fleets,Parks Canada,FY 2005-06,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),862722.5674,29211.78613,1799.683441
fleets,Parks Canada,FY 2005-06,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1337707.003,51234.17822,3663.382233
fleets,Parks Canada,FY 2005-06,on-road vehicles,1,gasoline,gasoline,1953018.387,68355.64355,4524.65744
fleets,Parks Canada,FY 2010-11,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,65640,2298,162.4248
fleets,Parks Canada,FY 2010-11,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,76580,2681,188.22118
fleets,Parks Canada,FY 2010-11,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),729485.7,25521.933,1709.258145
fleets,Parks Canada,FY 2010-11,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1316042.616,46073.5212,3294.381874
fleets,Parks Canada,FY 2010-11,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),854669.412,29926.68696,1835.108687
fleets,Parks Canada,FY 2010-11,Other mobile equipment,1,Gasoline,gasoline,160000,5600,359.52
fleets,Parks Canada,FY 2010-11,Marine vessels,1,Gasoline,gasoline,270000,9450,600.21
fleets,Parks Canada,FY 2010-11,On-road vehicles,1,Gasoline,gasoline,1837842,64324.47,4122.279606
fleets,Parks Canada,FY 2010-11,On-road vehicles,1,Liquified petroleum gas,propane,17543.595,614.14715,37.3763501
fleets,Parks Canada,FY 2010-11,On-road vehicles,1,Natural gas,compressed natural gas,3116.896,0.460864,0.026292291
fleets,Parks Canada,FY 2011-12,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,65640,2298,162.4248
fleets,Parks Canada,FY 2011-12,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,76580,2681,188.22118
fleets,Parks Canada,FY 2011-12,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),1053097.557,36843.88233,2467.513176
fleets,Parks Canada,FY 2011-12,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1157102.009,40509.14711,2896.514017
fleets,Parks Canada,FY 2011-12,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),826923.5914,28955.15285,1775.534077
fleets,Parks Canada,FY 2011-12,Other mobile equipment,1,Gasoline,gasoline,160000,5600,359.52
fleets,Parks Canada,FY 2011-12,Marine vessels,1,Gasoline,gasoline,270000,9450,600.21
fleets,Parks Canada,FY 2011-12,On-road vehicles,1,Gasoline,gasoline,1703330.212,59616.55742,3820.569666
fleets,Parks Canada,FY 2011-12,On-road vehicles,1,Liquified petroleum gas,propane,23.136,0.80992,0.04929088
fleets,Parks Canada,FY 2011-12,On-road vehicles,1,Natural gas,compressed natural gas,1603.45898,0.23708732,0.013525832
fleets,Parks Canada,FY 2012-13,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,26256,919.2,64.96992
fleets,Parks Canada,FY 2012-13,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,30632,1072.4,75.288472
fleets,Parks Canada,FY 2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),970645.1395,33959.18551,2274.318894
fleets,Parks Canada,FY 2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,990925.2694,34691.44225,2480.532322
fleets,Parks Canada,FY 2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),810215.9613,28370.12663,1739.660187
fleets,Parks Canada,FY 2012-13,Other mobile equipment,1,Gasoline,gasoline,64000,2240,143.808
fleets,Parks Canada,FY 2012-13,Marine vessels,1,Gasoline,gasoline,108000,3780,240.084
fleets,Parks Canada,FY 2012-13,On-road vehicles,1,Gasoline,gasoline,1846901.345,64641.54706,4142.599716
fleets,Parks Canada,FY 2012-13,On-road vehicles,1,Liquified petroleum gas,propane,4988.3385,174.626345,10.62757583
fleets,Parks Canada,FY 2012-13,On-road vehicles,1,Natural gas,compressed natural gas,1467.37748,0.21696632,0.012377929
fleets,Parks Canada,FY 2013-14,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,26256,919.2,64.96992
fleets,Parks Canada,FY 2013-14,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,32820,1149,80.66622
fleets,Parks Canada,FY 2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),930827.8671,32566.13044,2181.023032
fleets,Parks Canada,FY 2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1145867.44,40115.83449,2868.391097
fleets,Parks Canada,FY 2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),865567.4461,30308.2872,1858.508468
fleets,Parks Canada,FY 2013-14,Other mobile equipment,1,Gasoline,gasoline,50000,1750,112.35
fleets,Parks Canada,FY 2013-14,Marine vessels,1,Gasoline,gasoline,88000,3080,195.624
fleets,Parks Canada,FY 2013-14,On-road vehicles,1,Gasoline,gasoline,1951670.423,68308.46479,4377.596758
fleets,Parks Canada,FY 2013-14,On-road vehicles,1,Liquified petroleum gas,propane,4347.68097,152.1989009,9.262665153
fleets,Parks Canada,FY 2013-14,On-road vehicles,1,Natural gas,compressed natural gas,1946.106286,0.287751124,0.016416202
fleets,Parks Canada,FY 2014-15,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,25709,900.05,63.61638
fleets,Parks Canada,FY 2014-15,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,31835.4,1114.53,78.2462334
fleets,Parks Canada,FY 2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),776926.8253,27181.71773,1820.417459
fleets,Parks Canada,FY 2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1228846.714,43020.86758,3076.108851
fleets,Parks Canada,FY 2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),877264.5601,30717.86764,1883.623998
fleets,Parks Canada,FY 2014-15,Other mobile equipment,1,Gasoline,gasoline,48500,1697.5,108.9795
fleets,Parks Canada,FY 2014-15,Marine vessels,1,Gasoline,gasoline,87500,3062.5,194.5125
fleets,Parks Canada,FY 2014-15,On-road vehicles,1,Gasoline,gasoline,1930882.23,67580.87805,4330.968842
fleets,Parks Canada,FY 2014-15,On-road vehicles,1,Liquified petroleum gas,propane,11573.12075,405.1392617,24.65634968
fleets,Parks Canada,FY 2014-15,On-road vehicles,1,Natural gas,compressed natural gas,1309.436331,0.193613154,0.01104563
fleets,Parks Canada,FY 2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),442898.8677,15495.34861,1037.756459
fleets,Parks Canada,FY 2015-16,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1295585.871,45357.34813,3243.173555
fleets,Parks Canada,FY 2015-16,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),652659.5012,22853.20653,1401.361864
fleets,Parks Canada,FY 2015-16,On-road vehicles,1,Gasoline,gasoline,2196676.234,76883.66818,4927.144792
fleets,Parks Canada,FY 2015-16,On-road vehicles,1,Liquified petroleum gas,propane,25985.22009,909.6624073,55.36109808
fleets,Parks Canada,FY 2015-16,On-road vehicles,1,Natural gas,compressed natural gas,1537.12728,0.22727952,0.012966297
fleets,Parks Canada,FY 2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),639105.3411,22359.86764,1497.487901
fleets,Parks Canada,FY 2016-17,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1716773.375,60102.76075,4297.510597
fleets,Parks Canada,FY 2016-17,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),692141.5114,24235.68932,1486.135905
fleets,Parks Canada,FY 2016-17,On-road vehicles,1,Gasoline,gasoline,2303094.179,80608.29628,5165.840245
fleets,Parks Canada,FY 2016-17,On-road vehicles,1,Liquified petroleum gas,propane,13457.79825,471.116008,28.67162512
fleets,Parks Canada,FY 2016-17,On-road vehicles,1,Natural gas,compressed natural gas,12.92967,0.00191178,0.000109067
fleets,Parks Canada,FY 2017-18,on-road vehicles,1,natural gas,compressed natural gas,21778.03905,0.827565484,0.046891768
fleets,Parks Canada,FY 2017-18,on-road vehicles,1,liquified petroleum gas,propane,12357.81232,312.7762299,19.03523123
fleets,Parks Canada,FY 2017-18,Marine Vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,39030.78124,1494.878922,105.6594938
fleets,Parks Canada,FY 2017-18,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,77337.71103,2962.034332,207.9514074
fleets,Parks Canada,FY 2017-18,other mobile equipment,1,gasoline,gasoline,205054.1713,7176.895996,505.7045059
fleets,Parks Canada,FY 2017-18,Marine Vessels,1,gasoline,gasoline,358549.8426,12549.24449,835.3693066
fleets,Parks Canada,FY 2017-18,on-road vehicles,1,fuels with renewable content,biodiesel (5%),652425.6063,24814.0293,1699.244827
fleets,Parks Canada,FY 2017-18,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),843267.8908,28553.05078,1759.098984
fleets,Parks Canada,FY 2017-18,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1609547.084,61645.65332,4407.833221
fleets,Parks Canada,FY 2017-18,on-road vehicles,1,gasoline,gasoline,1943660.645,68028.12256,4502.976563
fleets,Parks Canada,FY 2018-19,on-road vehicles,1,liquified petroleum gas,propane,8724.716877,220.8225842,13.43903375
fleets,Parks Canada,FY 2018-19,Marine Vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,145607.9721,5576.785332,394.1724443
fleets,Parks Canada,FY 2018-19,Marine Vessels,1,gasoline,gasoline,220017.7912,7700.622692,512.6095226
fleets,Parks Canada,FY 2018-19,other mobile equipment,1,gasoline,gasoline,265928.5313,9307.498596,655.8330116
fleets,Parks Canada,FY 2018-19,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,427474.1134,16372.25854,1149.424011
fleets,Parks Canada,FY 2018-19,on-road vehicles,1,fuels with renewable content,biodiesel (5%),691013.0195,26281.64368,1799.746246
fleets,Parks Canada,FY 2018-19,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),887210.9825,30040.96387,1850.766144
fleets,Parks Canada,FY 2018-19,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1215668.512,46560.104,3329.172913
fleets,Parks Canada,FY 2018-19,on-road vehicles,1,gasoline,gasoline,2191714.69,76710.01416,5077.655151
fleets,Parks Canada,FY 2019-20,on-road vehicles,1,liquified petroleum gas,propane,1990.260272,50.37348747,3.065677285
fleets,Parks Canada,FY 2019-20,Marine Vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,197229.4999,7553.889847,533.9160576
fleets,Parks Canada,FY 2019-20,other mobile equipment,1,gasoline,gasoline,444212.3152,15547.43103,1095.516678
fleets,Parks Canada,FY 2019-20,Marine Vessels,1,gasoline,gasoline,538301.2172,18840.5426,1254.163738
fleets,Parks Canada,FY 2019-20,other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,639966.904,24510.73242,1720.79068
fleets,Parks Canada,FY 2019-20,on-road vehicles,1,fuels with renewable content,biodiesel (5%),745185.5958,28342.01636,1940.839325
fleets,Parks Canada,FY 2019-20,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),959163.4067,32477.27295,2000.863861
fleets,Parks Canada,FY 2019-20,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1008364.322,38620.35352,2761.46228
fleets,Parks Canada,FY 2019-20,on-road vehicles,1,gasoline,gasoline,1351346.742,47297.13599,3130.732361
fleets,Parks Canada,FY 2020-21,Marine Vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,71724.67563,2747.055077,194.1643763
fleets,Parks Canada,FY 2020-21,Marine Vessels,1,gasoline,gasoline,367053.8862,12846.88602,855.1821175
fleets,Parks Canada,FY 2020-21,Other mobile equipment,1,gasoline,gasoline,498661.0282,17453.13599,1229.797867
fleets,Parks Canada,FY 2020-21,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,516027.7269,19763.86194,1387.532997
fleets,Parks Canada,FY 2020-21,on-road vehicles,1,fuels with renewable content,biodiesel (5%),622020.6127,23657.62097,1620.05526
fleets,Parks Canada,FY 2020-21,on-road vehicles,1,fuels with renewable content,ethanol-blended gasoline (10%),776481.6257,26291.66785,1619.7798
fleets,Parks Canada,FY 2020-21,on-road vehicles,1,gasoline,gasoline,934796.017,32717.8606,2165.689133
fleets,Parks Canada,FY 2020-21,on-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,880664.598,33729.4541,2411.747604
fleets,Public Services and Procurement Canada,FY 2005-06,on-road vehicles,1,natural gas,compressed natural gas,1088.222176,0.041352443,0.002343125
fleets,Public Services and Procurement Canada,FY 2005-06,on-road vehicles,1,liquified petroleum gas,propane,240.9462988,6.098350823,0.371139223
